Property ID,Property name,Final URL,Image URL,Destination name,Description,Price,Sale price,Star rating,Category,Contextual keywords,Address,Tracking template,Custom parameter,Final mobile URL,Android app link,iOS app link,iOS app store ID
6652,RIXOS PREMIUM TEKIROVA - THE LAND OF LEGENDS FREE ACCESS,https://www.teztour.ee/tours/f49f373310b0b4f25d49989fe2aa60ba/cityId/3746/countryId/1104/adults/2/hotel/6652/hotelTypeId/269506/mealTypeId/15350/rAndBBetter/yes/noTicketsTo/no/noTicketsFrom/no/hotelInStop/no/recommendedFlag/no/onlineConfirmFlag/no/tourMaxPrice/1500000/categoryGreatThan/yes/tourType/1/before/26.09.2025/after/19.09.2025/minNights/7/maxNights/10/currencyId/18864.et.html,https://img.tezapi.eu/hotel/3964/001__1__5203_middle.jpg,Kemer,RIXOS PREMIUM TEKIROVA - THE LAND OF LEGENDS FREE ACCESS,2271 EUR,,5,Hotel,,,,,,,,
14494,OZKAYMAK MARINA HOTEL,https://www.teztour.ee/tours/edbf9af53e27cff72bbfa304bef33d97/cityId/3746/countryId/1104/adults/2/hotel/14494/hotelTypeId/269506/mealTypeId/15350/rAndBBetter/yes/noTicketsTo/no/noTicketsFrom/no/hotelInStop/no/recommendedFlag/no/onlineConfirmFlag/no/tourMaxPrice/1500000/categoryGreatThan/yes/tourType/1/before/02.10.2025/after/25.09.2025/minNights/8/maxNights/11/currencyId/18864.et.html,https://img.tezapi.eu/hotel/3369/01__1__2603_middle.jpg,Kemer,OZKAYMAK MARINA HOTEL,987 EUR,,5,Hotel,,,,,,,,
14731,KEMER DREAM HOTEL,https://www.teztour.ee/tours/8f1f24453ebe523c8489d700d4172a14/cityId/3746/countryId/1104/adults/2/hotel/14731/hotelTypeId/269506/mealTypeId/15350/rAndBBetter/yes/noTicketsTo/no/noTicketsFrom/no/hotelInStop/no/recommendedFlag/no/onlineConfirmFlag/no/tourMaxPrice/1500000/categoryGreatThan/yes/tourType/1/before/08.10.2025/after/01.10.2025/minNights/2/maxNights/5/currencyId/18864.et.html,https://img.tezapi.eu/hotel/4294/03__MG_9354_169_middle.jpg,Kemer,KEMER DREAM HOTEL,509 EUR,,4,Hotel,,,,,,,,
14733,CLUB HOTEL BELPINAR,https://www.teztour.ee/tours/50d55138fe7b97da3ebcd048183ace28/cityId/3746/countryId/1104/adults/2/hotel/14733/hotelTypeId/269506/mealTypeId/15350/rAndBBetter/yes/noTicketsTo/no/noTicketsFrom/no/hotelInStop/no/recommendedFlag/no/onlineConfirmFlag/no/tourMaxPrice/1500000/categoryGreatThan/yes/tourType/1/before/26.09.2025/after/19.09.2025/minNights/7/maxNights/10/currencyId/18864.et.html,https://img.tezapi.eu/hotel/3823/IMG_1169-HDR_8866_middle.jpg,Kemer,CLUB HOTEL BELPINAR,864 EUR,,4,Hotel,,,,,,,,
14783,ALEXIUS BEACH HOTEL,https://www.teztour.ee/tours/76b9bbd172c0ead73fa78f8e905f7fc2/cityId/3746/countryId/1104/adults/2/hotel/14783/hotelTypeId/269506/mealTypeId/15350/rAndBBetter/yes/noTicketsTo/no/noTicketsFrom/no/hotelInStop/no/recommendedFlag/no/onlineConfirmFlag/no/tourMaxPrice/1500000/categoryGreatThan/yes/tourType/1/before/15.10.2025/after/08.10.2025/minNights/6/maxNights/9/currencyId/18864.et.html,https://img.tezapi.eu/hotel/3401/ax_8802_middle.jpg,Kemer,ALEXIUS BEACH HOTEL,536 EUR,,4,Hotel,,,,,,,,
14793,OLIMPOS BEACH HOTEL BY RRH&R,https://www.teztour.ee/tours/ad185b3270c5dba30b7dd03fc3ed2015/cityId/3746/countryId/1104/adults/2/hotel/14793/hotelTypeId/269506/mealTypeId/15350/rAndBBetter/yes/noTicketsTo/no/noTicketsFrom/no/hotelInStop/no/recommendedFlag/no/onlineConfirmFlag/no/tourMaxPrice/1500000/categoryGreatThan/yes/tourType/1/before/26.09.2025/after/19.09.2025/minNights/7/maxNights/10/currencyId/18864.et.html,https://img.tezapi.eu/hotel/1455/z5T1A4783s_7207_middle.jpg,Kemer,OLIMPOS BEACH HOTEL BY RRH&R,655 EUR,,3,Hotel,,,,,,,,
14824,PAPILLON ZEUGMA RELAXURY HOTEL,https://www.teztour.ee/tours/bbe2ebdc8002b674011cefcd69a2034d/cityId/3746/countryId/1104/adults/2/hotel/14824/hotelTypeId/269506/mealTypeId/15350/rAndBBetter/yes/noTicketsTo/no/noTicketsFrom/no/hotelInStop/no/recommendedFlag/no/onlineConfirmFlag/no/tourMaxPrice/1500000/categoryGreatThan/yes/tourType/1/before/26.09.2025/after/19.09.2025/minNights/7/maxNights/10/currencyId/18864.et.html,https://img.tezapi.eu/hotel/4060/01_Papillon-Zeugma-Drone-01__2__1800_middle.jpg,Belek,PAPILLON ZEUGMA RELAXURY HOTEL,1708 EUR,,5,Hotel,,,,,,,,
14852,PAPILLON AYSCHA,https://www.teztour.ee/tours/7cca7578f01d9cccf82206072578c3f0/cityId/3746/countryId/1104/adults/2/hotel/14852/hotelTypeId/269506/mealTypeId/15350/rAndBBetter/yes/noTicketsTo/no/noTicketsFrom/no/hotelInStop/no/recommendedFlag/no/onlineConfirmFlag/no/tourMaxPrice/1500000/categoryGreatThan/yes/tourType/1/before/02.10.2025/after/25.09.2025/minNights/8/maxNights/11/currencyId/18864.et.html,https://img.tezapi.eu/hotel/3411/01_Papillon-Ayscha-Drone-Otel-01__4__2608_middle.jpg,Belek,PAPILLON AYSCHA,1790 EUR,,5,Hotel,,,,,,,,
14953,MIRAMARE BEACH HOTEL,https://www.teztour.ee/tours/2ed4cdef2ea54d804bd5ff78210eed43/cityId/3746/countryId/1104/adults/2/hotel/14953/hotelTypeId/269506/mealTypeId/15350/rAndBBetter/yes/noTicketsTo/no/noTicketsFrom/no/hotelInStop/no/recommendedFlag/no/onlineConfirmFlag/no/tourMaxPrice/1500000/categoryGreatThan/yes/tourType/1/before/26.09.2025/after/19.09.2025/minNights/7/maxNights/10/currencyId/18864.et.html,https://img.tezapi.eu/hotel/2301/01_GENERAL_VIEW___14__7798_middle.JPG,Side,MIRAMARE BEACH HOTEL,1546 EUR,,5,Hotel,,,,,,,,
14992,SEALIFE BUKET BEACH HOTEL,https://www.teztour.ee/tours/38de028795def289f000776cebfff7af/cityId/3746/countryId/1104/adults/2/hotel/14992/hotelTypeId/269506/mealTypeId/15350/rAndBBetter/yes/noTicketsTo/no/noTicketsFrom/no/hotelInStop/no/recommendedFlag/no/onlineConfirmFlag/no/tourMaxPrice/1500000/categoryGreatThan/yes/tourType/1/before/26.09.2025/after/19.09.2025/minNights/7/maxNights/10/currencyId/18864.et.html,https://img.tezapi.eu/hotel/2105/01_6593_middle.jpg,Incekum - Alanya,SEALIFE BUKET BEACH HOTEL,980 EUR,,5,Hotel,,,,,,,,
15029,MARTI RESORT,https://www.teztour.ee/tours/cc1fbbec598926c0f3a272bf3460b448/cityId/3746/countryId/1104/adults/2/hotel/15029/hotelTypeId/269506/mealTypeId/15350/rAndBBetter/yes/noTicketsTo/no/noTicketsFrom/no/hotelInStop/no/recommendedFlag/no/onlineConfirmFlag/no/tourMaxPrice/1500000/categoryGreatThan/yes/tourType/1/before/01.10.2025/after/24.09.2025/minNights/8/maxNights/11/currencyId/18864.et.html,https://img.tezapi.eu/hotel/112/01__4__9982_middle.jpg,Marmaris,MARTI RESORT,1744 EUR,,5,Hotel,,,,,,,,
